id,part_id,variant_group_id,supplier,no_tax_price,purchase_special_invoice,purchase_general_invoice,oa_supplier_id,external_price_fields
44,1067,a02b6cc243aa403db3afe3df11f5af27,梯乎,3560.00,0.00,0.00,77,
45,1067,48e7020b43fe48dabc725f3c0ab56bf4,梯乎,2000.00,0.00,0.00,77,
47,460,cc6f1ecd62c142b4a4d67c4ec7ec26d3,菱威,21.00,24.00,,20,
52,9,997eb4bb90164b5491fad8c0d4663353,越沃,720.00,0.00,0.00,42,
53,9,8f9b4a37dc794d6aad0d805fe8de7704,越沃,720.00,813.60,,42,
54,9,997eb4bb90164b5491fad8c0d4663353,菱威,680.00,0.00,,20,
55,9,8f9b4a37dc794d6aad0d805fe8de7704,菱威,680.00,768.40,,20,
56,676,de2849cb65a84a3294deabaf97f006b2,众思创,420.00,420.00,420.00,9,
57,676,4f3623ced0574936a74f14f7d1e3e8be,众思创,430.00,430.00,430.00,9,
59,2516,5ce7978f05c64cb3ac48fd07a4476bfd,茂旺,530.97,600.00,0.00,10,"special,general"
71,5317,27b150c6041343c480aff88b835d930f,菱威,100.00,113.00,,20,
72,5319,a80b00d2701e41069c10ae32f17f393e,菱威,580.00,655.40,,20,
73,2391,925537da7b464081a101643191c5039e,新动力,750.00,847.50,,49,
74,2391,925537da7b464081a101643191c5039e,菱威,1000.00,1130.00,,20,
75,5320,c37cfe84512c4b2a923e04bb2d777c42,阿卡宋,1250.00,1250.00,1250.00,8,
76,5321,5e0a923b74284641b7dfbc8d7a1da862,菱威,1400.00,1585.00,,20,
77,5322,b92351880998439c87c3b08788625af4,菱威,400.00,452.00,,20,
80,5151,9eefffa6654c45c1900ddf8210a70ce6,茂旺,350.00,395.50,,10,
81,2595,5f831b136afd41cf8e030913564b3cc6,茂旺,400.00,0.00,0.00,10,
84,5323,d692d8c754b146d0ae5cd69d71f1727b,徽菱,55.00,0.00,0.00,28,
85,5324,42432ca0dadc4529af6a715eb407e8e5,梯乎,4800.00,0.00,0.00,77,
86,5324,42432ca0dadc4529af6a715eb407e8e5,徽菱,6800.00,0.00,0.00,28,
87,5324,82a2ce1da80a4a13bf3c8648e7cf7ea4,梯乎,2600.00,0.00,0.00,77,
88,5147,6ddea17bdac3472a9aeab1748d431b9a,茂旺,400.00,440.00,0.00,10,
90,5326,a399462a0732449a9c21dc2870cac280,湖州讯通,106.19,120.00,,103,
91,982,3be24d062da34775b31bf6f659c102c4,亿龙,46.90,53.00,,74,
92,2807,78cbcf31cd3144f693c55e1709cc38d5,茂旺,410.00,450.00,0.00,10,
98,1,4ad1ed6ff57143ab8f93e770fff5f842,湖州讯通,504.42,570.00,,103,
99,1,4ad1ed6ff57143ab8f93e770fff5f842,新动力,600.00,0.00,,49,
100,1490,520cc41843f242d0b9df29b1fc9ad8e9,梯乎,5000.00,5650.00,,77,
101,1490,6ba8260f182e4bccaaac38c6ce9fcd6d,梯乎,3500.00,3955.00,,77,
102,614,948cc82459a54df2b83b0da60f24d18d,梯安,0.00,0.00,,18,
103,5328,0cb969b42cb54c48a8cc5283c9843911,梯安,740.00,836.20,,18,
104,2382,dfcce91f6c774ed5aa501a7775c6cc7a,宏鑫,7787.61,8800.00,,64,
105,2382,63225b99cd7e4ef3b3a271b4fcc92e75,宏鑫,9557.52,10800.00,,64,
107,2382,dfcce91f6c774ed5aa501a7775c6cc7a,湖州讯通,8318.58,9400.00,,103,
108,40,69b1f3bb832e4d1095e48241ba9feb11,菱威,750.00,847.50,,20,
109,40,69b1f3bb832e4d1095e48241ba9feb11,越沃,780.00,881.40,,42,
110,4807,666617d675d74fd5a5e85ab34e196823,菱威,95.00,107.35,,20,
111,4807,666617d675d74fd5a5e85ab34e196823,越沃,105.00,118.65,,42,
114,5332,c1e34afbea044537a75bda634788a4ae,菱威,160.00,0.00,,20,
115,5333,99edbeef7e7c4802a73120fb883663ab,菱威,1700.00,0.00,,20,
116,5334,2614d2999d194412a090310c4bcec1cf,湖州讯通,1106.19,1250.00,,103,
117,5334,2614d2999d194412a090310c4bcec1cf,宏鑫,1150.44,1300.00,,64,
118,5335,ece12a6ab5714cc79584bcbdb3d99469,新动力,0.00,0.00,,49,
119,4161,ae586b80c96d4053937b8029354d6e59,越沃,1.50,1.69,,42,
120,4161,657266ff10384ed998c70f916b5bbd2c,大周,1.50,1.69,,52,
121,5336,08335558ba8443a1a3517694796d5f91,新动力,410.00,0.00,,49,
122,640,57351a2024124a6d9a7e06fa82ed33db,越沃,260.00,0.00,0.00,42,
123,640,57351a2024124a6d9a7e06fa82ed33db,菱威,220.00,0.00,0.00,20,
124,640,57351a2024124a6d9a7e06fa82ed33db,丽景恒泰,200.00,0.00,,84,
125,640,216e0a5f5f5d47e2aa91050778bdee6f,丽景恒泰,200.00,0.00,,84,
126,640,216e0a5f5f5d47e2aa91050778bdee6f,菱威,220.00,0.00,0.00,20,
127,640,216e0a5f5f5d47e2aa91050778bdee6f,越沃,260.00,0.00,0.00,42,
128,3245,c97a455a026b4ba386cee08afdd5efa5,菱威,90.00,101.70,,20,
129,5337,19b64202ec2a4e90926ad56876605a30,亿龙,75.00,0.00,0.00,74,
130,1866,cc3da5ff12804513b53947caaa5cabc7,菱威,65.00,73.45,,20,
131,4154,a4d8fc31239b48569fb036776e61c98e,亿龙,480.00,0.00,0.00,74,
132,4958,ce87717c4d0645eda13ca387ecbcfa24,菱威,55.00,62.15,,20,
133,1870,abdf12e3678b47db973c9bc82bfd784e,菱威,120.00,135.60,,20,
134,560,6e1bc3284f664e6fa19b4fc64c5f4e50,菱威,75.00,84.75,,20,
135,44,ffa840a0510a42f5a0c3e6873c59eaf9,宜电,25.49,28.80,,11,
136,4416,0c2513fa289f49178f0d7914ab1d4d97,宜电,47.79,54.00,,11,
137,3067,6e312a15b5b346f8b93b6bc6160d4207,菱威,33.00,37.29,,20,
138,3067,2e2f3d19997a40ec9a168f9e5ef2c377,菱威,14.00,15.82,,20,
139,515,17e9fd0c0ab245ff8c99edd7cd89fff7,菱威,59.00,0.00,,20,
140,5351,8d835923d0234609a97c6d87c277d66e,菱威,220.00,0.00,0.00,20,
141,5352,cff9659e9a27455d9dd4a3d2be784b3b,梯乎,160.00,0.00,0.00,77,
142,1867,1285287245214d769f81828ce9f7e1fe,菱威,1800.00,0.00,0.00,20,
143,5354,1b8c0b3a3c334e5893609d3397bccb0b,湖州讯通,2566.37,2900.00,,103,
144,5355,22995f51b103444491598dc887319b90,湖州讯通,1681.42,1900.00,,103,
145,5356,c465138aa09e49dfb70cf9c0bd2a06f1,宏鑫,6725.66,7600.00,,64,
146,5357,3105eab4dd4249c49663bbd8205ad28c,湖州讯通,220.35,249.00,,103,
147,5358,5bc8d9865c9f4c5c973ed8fc4bc418b4,菱威,370.00,0.00,,20,
148,5359,a0f419aceca7477d829f4e5c63faff6f,吉菱机电,1600.00,0.00,0.00,48,
149,2495,33da5a9e47b04e0fb854d93681a94cdd,菱威,110.00,0.00,,20,
150,2495,33da5a9e47b04e0fb854d93681a94cdd,越沃,100.00,0.00,0.00,42,
151,1111,4aa8e23c06f54c56921ae46e5ee6a4d9,菱威,1200.00,0.00,,20,
152,2619,8250ec757f304667abc1da71c88fbc8f,菱威,50.00,0.00,,20,
153,5360,d606d3ffb03748fcb08525460736d3d7,湖州讯通,220.35,249.00,,103,
154,5360,d606d3ffb03748fcb08525460736d3d7,宏鑫,300.88,340.00,,64,
155,2368,d3d65c3c6f354d04bf4eae106845a964,湖州讯通,650.44,735.00,,103,
156,2368,d3d65c3c6f354d04bf4eae106845a964,宏鑫,504.42,570.00,,64,
157,153,e57c6905e5ef4cce874100105a44a6a3,菱威,120.00,0.00,,20,
158,1668,a82b8030d1e14ec7b8148f89a06b2c5d,菱威,60.00,0.00,,20,
159,1710,e72fd3b350454b31ad6b0bcd5a21f114,菱威,110.00,0.00,,20,
160,5365,cdcb820972d74fc8ab345c94f4b710a1,梯安,1550.00,0.00,,18,
162,4147,52d1d96df6324fceabf41a31a9ffc8cc,菱威,110.00,0.00,,20,
163,3134,a1a377d6ce8a4f5f8414511279536f53,菱威,2000.00,0.00,,20,
164,3134,6997ba908b2c4d3c8ab1ea4b224227ee,菱威,1700.00,0.00,,20,
165,45,5bd2800288104e998a4d4472f6c4e2a2,宜电,0.00,0.00,,11,
166,1476,8b3cd42130ce4e85b80ddbb7cab8efb5,菱威,1710.00,0.00,,20,
168,64,9889241084a6475e96fdbff76d5b083d,菱威,210.00,0.00,,20,
169,2668,bfdfb958e9fb4bf89ea6c28d8220ef83,越沃,220.00,0.00,0.00,42,
170,2668,26137d4defbd4e00b5863c77d28a5a5b,菱威,390.00,0.00,0.00,20,
171,2668,26c56f37c6704dd6be21e797751e31cf,菱威,270.00,0.00,0.00,20,
172,184,f556e61ba7b34a84ab83ab12be23d6af,菱威,750.00,0.00,,20,
173,2127,9994b0a7db304ac790ae8c7d92888285,菱威,1320.00,0.00,,20,
174,2160,a94c1e1d45a74554935da5dbf0a2d977,菱威,1300.00,0.00,,20,
175,111,e7dc3ee1ef2c4c4f831746a238912339,宜电,191.15,216.00,,11,
176,4228,2222e50683824478951ce615627b8ec3,丽景恒泰,650.00,0.00,,84,
178,262,5e7f91ea6de74486adbbfe95a8f77669,菱威,2750.00,0.00,,20,
179,4228,e32107db92104adba1860e6c6e2ddf5c,丽景恒泰,1000.00,0.00,,84,
180,305,ae1a891d8f464898a463e6c702be514e,菱威,1900.00,0.00,,20,
181,3243,7be1865d55ef4de2a717b508e22b6841,菱威,135.00,0.00,,20,
182,595,a14a7df8d15c4134bcfe05175daaa4ff,菱威,1500.00,0.00,,20,
183,3243,29f4ed1e1d094d38be684b64ef56f1ef,菱威,100.00,0.00,,20,
184,605,e57f113f0efe41fe9e737caf21299e2a,菱威,1180.00,0.00,,20,
193,5094,87568c44f9eb4c12ac3966ebaacb6614,茂旺,389.38,440.00,,10,
200,12,4bbed862cb5a45d7bfe72d0fb4425a2d,菱威,60.00,0.00,,20,
201,14,7b018a0001c04ad3b1d5d85e0eec2736,菱威,35.00,0.00,,20,
202,35,eec071781dd34dd693aee3dd7fe6ba8b,菱威,105.00,0.00,,20,
203,35,eec071781dd34dd693aee3dd7fe6ba8b,越沃,115.00,0.00,0.00,42,
205,17,a807a02b26d7453da292cee37b12fe57,菱威,24.00,0.00,,20,
208,19,75fc8a23224f4812939f9d92b929413f,菱威,11.00,0.00,,20,
209,294,6708e9565d914145b6b7964f34f6685f,德威利,3.50,0.00,0.00,25,
211,69,1189d5f808424177bf8fbdfd909ab791,菱威,75.00,0.00,,20,
212,21,8b5febbd67c0465996650f7a9e766b40,菱威,160.00,0.00,,20,
214,739,b5a1212941ba4566b8272575782bde0d,梯安,8.00,0.00,,18,
215,22,2a7d333272814d169d98a84e19a1f658,菱威,24.00,0.00,,20,
216,2561,a218c17d0145464daae2bdf745433ea7,茂旺,646.02,730.00,,10,
217,24,6c26ea7b22944ac2bd929eeed4ed378f,菱威,54.00,0.00,,20,
218,3216,7fe4521c8b254690aa33cc526e8a46f9,茂旺,911.50,1030.00,0.00,10,
219,24,4cececf6647448a98641c23b06e9240e,菱威,54.00,0.00,,20,
220,5,2189a28f2103493fa514acadc09d8f4e,梯安,2700.00,0.00,,18,no_tax
221,50,70d208bd137945bb8e7439a4b58b35c9,梯乎,950.00,0.00,0.00,77,
222,2500,030c2567f21349a6a9dfe1d10963c667,茂旺,840.71,950.00,,10,
223,50,70d208bd137945bb8e7439a4b58b35c9,徽菱,1050.00,0.00,0.00,28,
224,2559,41851d0c40284ff4bb287a5bb5879719,茂旺,1100.00,0.00,0.00,10,
225,50,730360e0ad3048778375021363c571c3,梯乎,100.00,0.00,0.00,77,
226,50,730360e0ad3048778375021363c571c3,徽菱,90.00,0.00,0.00,28,
227,3272,ce5e08f8d7d64973a1b772051c2e71e1,茂旺,500.00,565.00,,10,
229,51,2e9eeb59d5b842e7ae4acd596bb581fd,梯乎,1450.00,0.00,0.00,77,
230,51,2e9eeb59d5b842e7ae4acd596bb581fd,徽菱,2200.00,0.00,0.00,28,
231,2504,d963573a32fc4f1d94ccac25241c6808,茂旺,380.00,0.00,,10,
233,2233,a136b8047de74fb3a2d21fa9e128f5c1,宏鑫,1150.44,1300.00,,64,
239,2597,6e12701e1ed54ea78874c14100d23ef3,茂旺,530.97,600.00,,10,
241,5088,d9df58c9b0cd4ed291005c8e2da935cb,茂旺,450.00,0.00,,10,
243,5090,f5d7cc41fbb2400eacaad84dd24dad25,茂旺,550.00,621.50,,10,
244,5101,fd33b8e75e46471fa69912a659b3e323,茂旺,380.53,430.00,,10,
246,2736,55d9f70103524f018ce478b8ad3e2d7f,茂旺,380.00,430.00,,10,
247,5147,fd92c7efca0d4d38bf974fac851f56d8,茂旺,389.38,440.00,,10,
248,5315,10d25f24478a47a5a7bf3ec44506e518,茂旺,7200.00,0.00,,10,
251,5125,937aad963bae481283edc2bdf33339f8,茂旺,353.98,400.00,,10,
252,2828,9fba3f06be2043618f2a0326b34ceb44,宏鑫,1150.44,1300.00,,64,
253,5127,abef2d19cd30486fa41b75fe4e96dd92,茂旺,380.53,430.00,,10,
254,2835,3f673183080a4a3caff1b462bf873f34,宏鑫,1814.16,2050.00,,64,
255,3655,96ea2dc7eb974dbd963c87a6d9d32f2f,茂旺,389.38,440.00,,10,
256,25,c07e545b39744660ba0c6658a61606f4,菱威,110.00,0.00,,20,
257,5366,c7db041ed6e3429abbb2f256dbcc1bbf,菱威,180.00,0.00,0.00,20,
258,5366,c7db041ed6e3429abbb2f256dbcc1bbf,越沃,260.00,0.00,0.00,42,
259,5367,65965919822a4c38af314a87c70bf4ea,菱威,1250.00,0.00,,20,
260,5102,1608f747aae5463f88d924535f135056,茂旺,400.00,452.00,,10,
261,5103,0c799f9dde8c4d548f9c2d2de45c805f,茂旺,398.23,450.00,,10,
262,1186,bd4108e4e97e42d9bb64cd4d44687911,菱威,360.00,0.00,,20,
264,5106,e3041eef5fe1418fb7ae55f34679cc5f,茂旺,398.23,450.00,,10,
265,5110,a93dac4a2f804c3584405a5504ed42eb,茂旺,371.68,420.00,,10,
266,5100,b0bb43f1002849b28bbf16c700a5ad94,茂旺,420.00,0.00,0.00,10,
267,5368,e5fee2e3252d4cc7bdd537c29986191d,菱威,190.00,0.00,0.00,20,
268,5368,e5fee2e3252d4cc7bdd537c29986191d,越沃,195.00,220.35,,42,
269,2507,0c6de1cedb9046b0955a1bbca18ad7ab,茂旺,380.00,0.00,,10,
270,2514,8d21e67abd0048cc957383e580955d22,茂旺,398.23,450.00,,10,
272,2519,fd9dccb0add54f23bb83ed180404bafd,茂旺,690.27,780.00,,10,
273,5369,d0eb26069e3f4d02926b83bc444f6ded,菱威,495.00,0.00,,20,
274,2522,f2d7fab73daf44be86d869c99b78638f,茂旺,637.17,720.00,,10,
275,2540,1e377ed1184841aebc29c871b85ccfb1,茂旺,1150.00,0.00,0.00,10,
276,2543,f279e6702e2946fe943cdcbc1cea9c45,茂旺,469.03,530.00,,10,
277,5370,6a354f98018a4f3f8789db9af7bd889f,新动力,50.00,0.00,,49,
278,2544,4ddd275a6c334dd2baf4e7599217bd42,茂旺,778.76,880.00,,10,
279,660,f28fff57c32a49739edf8a4c7603f1c4,宜电,30.97,35.00,,11,
280,52,5e02db7d0be44c6ea017b473963cd32a,梯乎,2300.00,0.00,0.00,77,
281,52,5e02db7d0be44c6ea017b473963cd32a,徽菱,2200.00,0.00,0.00,28,
282,52,1f7325375e1a420f878f2aba76c75863,徽菱,1050.00,0.00,0.00,28,
283,52,d21106ed27b440d2b8e503d944d100e9,梯乎,1500.00,0.00,0.00,77,
284,5372,6f68ba0be39e4263aae8a292a304475f,菱威,220.00,0.00,,20,
285,5372,6f68ba0be39e4263aae8a292a304475f,宜电,176.99,200.00,,11,
286,87,56d1c923c3b14affbb6e22cfab4e857e,梯乎,125.00,0.00,0.00,77,
287,87,56d1c923c3b14affbb6e22cfab4e857e,徽菱,120.00,0.00,0.00,28,
288,660,f28fff57c32a49739edf8a4c7603f1c4,菱威,44.00,49.72,,20,
289,87,14a6da9a85b443af8a69afb48633af32,梯乎,50.00,0.00,0.00,77,
290,91,e7d084f28ab341358c52fae335afc4cc,徽菱,260.00,0.00,0.00,28,
291,2097,980300c6dc6a42b5ae345fb93ad77592,龙奥机电,104.42,118.00,,95,
292,91,59ec8b076cb943408d7401ffc6bb6649,梯乎,415.00,0.00,0.00,77,
293,75,6db49ec5e3f84a5a9974c822bb1f775b,菱威,40.00,0.00,,20,
294,77,c960d70bc31745af97365e4d50675a60,菱威,220.00,0.00,,20,
301,93,f402441b624e44378f13c5e70c7e6904,梯乎,1500.00,0.00,0.00,77,
302,93,f402441b624e44378f13c5e70c7e6904,徽菱,1500.00,0.00,0.00,28,
303,93,30007c4bde2740e2bde79aa45486bf50,徽菱,650.00,0.00,0.00,28,
304,93,db2829dc06ce43e0a78ca4e3c30342d4,梯乎,850.00,0.00,0.00,77,
305,5145,b39f72fc3cc94c0280f1fb344ce7c992,茂旺,350.00,0.00,,10,
307,5164,ed47f8c180024cccaa9212cadca8d0be,茂旺,442.48,500.00,,10,
308,5228,9fbcc406e3d8464bacf0e2e8d855d7fc,茂旺,442.48,500.00,,10,
309,5162,4ff6489f15c741f18d39f052eec2953f,茂旺,398.23,450.00,,10,
310,5160,e08b0bdd96f243fa9a12942d99ebf53d,茂旺,400.00,0.00,,10,
311,5149,a20186bcb5da4590ab405ea730d40d38,茂旺,398.23,450.00,,10,
312,5143,b67616305a4d405ea9da2499159bcc10,茂旺,398.23,450.00,,10,
313,5140,1d1d3c651a6a4d4b9f8d03798aac9dd6,茂旺,415.93,470.00,,10,
314,5139,8c529108e3354a6a960829037ead78b2,茂旺,398.23,450.00,,10,
315,5138,8b31e8a3812e4fa0b23ab171d2374279,茂旺,380.53,430.00,,10,
316,5130,fc816dc5e1404326956d00281cd6e950,茂旺,398.23,450.00,,10,
317,5129,456d2f3827ad4451a394ff1b4bcb863e,茂旺,398.23,450.00,,10,
318,5121,8c51a3ff72b3426d9357a33d505672a4,茂旺,486.73,550.00,,10,
319,5119,cf3d806d7bc54416adb95f3b13a12873,穆勒,575.22,650.00,,41,
321,5119,2e3e63809d2f468c9d5d8fdb964a98dd,茂旺,424.78,480.00,,10,
322,5117,d8b9035a28464af681275e11056d980d,茂旺,398.23,450.00,,10,
324,4946,340678b9b44b4b66b73ddd264fe455c4,展力,398.23,450.00,,5,
325,4992,39dee86ead174a02b350b2420285fca0,茂旺,424.78,480.00,,10,
326,5257,61e048939a2743c69061381bdce9f323,茂旺,530.97,600.00,,10,
327,5258,9553b4a8599642719ee2ea51a3a38018,展力,495.58,560.00,,5,
328,5255,46412cbd7d71434a92f7a97feb0babb4,茂旺,530.97,600.00,,10,
329,5260,5793fca3a26b49d38e9c0fe533ad5906,茂旺,495.58,560.00,,10,
330,5256,81e46234535942858748beca57ae4a14,茂旺,513.27,580.00,,10,
331,5259,69c9feb1cd9c4079aa113c8e5cdff376,展力,469.03,530.00,,5,
332,4984,9a06c89a576541fe9fe608c38cd0519f,展力,469.03,530.00,,5,
333,4986,0f4fb15fc722472b948d5bad01edce69,茂旺,424.78,480.00,,10,
334,4985,00c8216a408e4c5ca689f89aea908de9,茂旺,469.03,530.00,,10,
335,4987,73884a3d985848199cc7ac47574faae8,茂旺,424.78,480.00,,10,
336,4983,c2d1f6822d384a35994c49eb041bb553,茂旺,575.22,650.00,,10,
337,4988,2d82e2075b634626babcbb8523a9612c,茂旺,646.02,730.00,,10,
338,5002,9d3053cf88c14d82982def5e4d4d5fe8,茂旺,550.00,0.00,,10,
340,5249,ab33b2b416134ae1ada69f81a480bd53,茂旺,557.52,630.00,,10,
341,5262,7d21d19f3a7e45dfbf71c05dc8e3e833,展力,539.82,610.00,,5,
343,4945,4c0e13ffc23149649b7706fcad350d70,展力,601.77,680.00,,5,
344,4989,98f39201fa1a4054934c227292d32745,茂旺,548.67,620.00,,10,
345,5239,2ee4d97c2dad42f6b218d517f53eac3c,茂旺,601.77,680.00,,10,
346,5240,cdf0e12d6b9643d396cb751fd3f16119,展力,637.17,720.00,,5,
347,4949,937fd5103fb34b0e93b58d84cb70edc2,展力,513.27,580.00,,5,
348,5003,2620c8cfcdff41f1931131b3195b90f1,茂旺,650.00,0.00,,10,
349,4948,cf9baf436cdd4693ae7afcb3f648e63a,展力,530.97,600.00,,5,
350,4995,93f0e4358cc74711945e24d7711029b5,茂旺,592.92,670.00,,10,
352,4947,657f5aac62ed4eba9db0316302e1d747,展力,530.97,600.00,,5,
353,4994,76e224c42584431c856dd76cf9a41e84,茂旺,584.07,660.00,0.00,10,
354,4753,3a5d38a8445f43b1967c1986701e13a0,梯安,4150.00,0.00,,18,
355,4753,3a5d38a8445f43b1967c1986701e13a0,菱威,4100.00,4633.00,,20,
356,3095,0c7cddfe7d794ef0a808ece7aeeb3f9e,梯安,4400.00,0.00,,18,
357,3095,f356839677ac4a52a32f2923b020650d,梯乎二手,500.00,565.00,515.00,88,
358,1521,75310ad27f924b5f8d96aa2dfaf0db2c,梯乎,3500.00,0.00,0.00,77,
359,1521,3b65d009f9cb42e19c38defb1f8dff10,梯乎,2200.00,0.00,0.00,77,
360,250,e3ab689e388047038d794ae660832fb3,梯乎,3500.00,0.00,0.00,77,
361,250,3ba008ab358e4a0181abcebe8086048e,梯乎,2000.00,0.00,0.00,77,
362,1378,bae48b69c7e84fefbc24d6837d3396f5,梯乎,3500.00,0.00,0.00,77,
363,1378,26f8ab18af1647949e2920d6bff840eb,梯乎,2000.00,0.00,0.00,77,
364,4196,b04c35543ea24f4a8559209f273509f7,梯乎,3500.00,0.00,0.00,77,
365,4196,cad0438304174a77ba7bf90b4bf83d9c,梯乎,2000.00,0.00,0.00,77,
366,1288,f2b840229e1d4f118ac6fbe61e790fe7,梯乎,6500.00,0.00,0.00,77,
367,1288,bf63c67134d94cfa9f25b2513340c5e3,梯乎,1500.00,0.00,0.00,77,
368,4892,d3110c1a781f431699732090214e3146,梯乎,14900.00,0.00,0.00,77,
369,4892,3b05e56d93c14671b37fe92386a6f9cb,梯乎,4500.00,5085.00,,77,
370,4890,40757c3877bb48b39da5fac68ed9f2cb,梯乎,13000.00,0.00,0.00,77,
371,4890,8ec6b4b9e55149c6ab3efdf69e8badd9,梯乎,4500.00,0.00,0.00,77,
373,1325,174e9ee5ea5d4ae493a00fe9b818f196,梯乎,5500.00,0.00,0.00,77,
374,1325,4b8b353bc4a24ac0b5cc94018f0101a6,梯乎,900.00,0.00,0.00,77,
375,2971,d2d5dc938fa047f4a683a02947897c60,菱威,1560.00,0.00,,20,
376,5374,ffbada1685164304959946de31316277,新动力,450.00,0.00,,49,
377,2971,f123991781804d3c8b3c2de3c6690239,菱威,1400.00,0.00,,20,
378,1175,5ce80a90e722458b90fa77e88523a149,菱威,125.00,0.00,,20,
379,2231,5e93d681b50d4ba9822d4a9251e5a78a,宏鑫,1380.53,1560.00,,64,
380,2231,5e3eba94a4024769adff501e18c50b1f,湖州讯通,1150.44,1300.00,,103,
381,4335,8992f70e9c20406ebe95fd5613d62da7,菱威,1800.00,0.00,,20,
382,4335,8992f70e9c20406ebe95fd5613d62da7,越沃,2500.00,0.00,0.00,42,
383,4335,8992f70e9c20406ebe95fd5613d62da7,南希,1700.00,1921.00,1751.00,67,
384,580,55b8dcb6d8bf402a986f35d508f179c8,菱威,1000.00,0.00,,20,
385,4087,cb74258ce9ba46e5a5b052a61d073496,吉菱机电,3700.00,0.00,,48,
386,4042,81c1dc273bef439685e25b2d08326a8c,徽菱,5300.00,0.00,,28,
387,4042,7467b48564ec4d8e93a42649fbabc8d3,梯乎,500.00,0.00,0.00,77,
388,4173,2b26cb96c97d496cbb13d66de10ec06f,梯乎,3800.00,4294.00,,77,
389,4173,5802add1ed6d47958e78c294fef6630e,梯乎,5000.00,5650.00,,77,
390,1150,7063d202135245dbaca3664d0443eda9,梯乎,0.00,0.00,0.00,77,
391,1150,04ce39f2d3c24204a14be32777a7326c,梯乎,0.00,0.00,0.00,77,
392,2905,be9001c19b5f46669cca8be15dc9175f,梯乎,5200.00,5876.00,,77,
393,2905,995942c98221449aa7ad827b9b23a3d4,梯乎,800.00,904.00,,77,
394,3305,3dbd30e1fd2049368529a4e70593a5d1,梯乎,0.00,0.00,0.00,77,
395,3305,e85af3c38f07433a9d1b745e4d3cc222,徽菱,7200.00,0.00,,28,
396,2727,f2918f4fec3c4aff97be54a7f5d6c4ac,梯乎,4200.00,4746.00,,77,
397,2727,4a8ac2b8081442b4a93ed2abc129a868,梯乎,2800.00,3164.00,,77,
398,1048,29cbc8892a514592b4aa1970a6aa94ee,梯乎,4200.00,0.00,0.00,77,
399,1048,00d3d29a8712454e9b3dc6d749566a00,梯乎,1700.00,0.00,0.00,77,
400,4037,5266c11e23cb4e068a5b2501819d9a84,梯乎,4200.00,0.00,0.00,77,
401,4037,0ee712ef2d364884b6e86714b87b0053,梯乎,1700.00,0.00,0.00,77,
402,4738,280ca1cd416145449ab222c0b36ea7da,徽菱,5200.00,0.00,0.00,28,
403,4738,280ca1cd416145449ab222c0b36ea7da,梯乎,4200.00,0.00,0.00,77,
404,4738,acf0c6dec48f4eb1ac448274090952c4,梯乎,1700.00,0.00,0.00,77,
405,414,7bc3e0fe983c4370a91b58e18e454521,梯乎,200.00,0.00,0.00,77,
406,414,d32ad426ca1b42fa84b71426a3d54817,梯乎,3500.00,0.00,0.00,77,
407,4637,39fed880ae2f4d629174a05a43056a84,梯乎,0.00,0.00,3500.00,77,
408,4637,c14c106871ad4c4fa253175f78f3abf0,梯乎,0.00,0.00,2000.00,77,
409,1526,c5e073cd92db4c9eb69e94867cf49e26,梯乎,3500.00,3955.00,,77,
410,1526,d0db9fc03fea4569a276900be5ef75bc,梯乎,200.00,226.00,,77,
411,1206,b4ea6abb69214e13929748350cc3424d,梯乎,3500.00,0.00,0.00,77,
412,1206,c565f62005904ae0b841e7cc983b25c7,梯乎,2000.00,0.00,0.00,77,
413,5065,7ee81644aa8241c3aa511720c96ce9cc,南希,6500.00,7345.00,6695.00,67,
414,5065,c4080a51f11b4f1396a163467d227ab0,南希,3500.00,3955.00,3605.00,67,
415,5062,d41f318024334c3e903b8a49e7c60d56,南希,6500.00,0.00,,67,
416,5062,8cde63c1f6cc458b9522d2d743cb804e,南希,3500.00,0.00,,67,
417,3120,8b69ccc5570240829d682a51d8db2a65,南希,6500.00,0.00,,67,
418,3120,88e021a2e4e6415ab384c5559de99528,南希,2000.00,2260.00,2060.00,67,
419,3138,8cdb41ccc59f4f68aa6bfb002f274ca4,丽景恒泰,1600.00,0.00,0.00,84,
420,2866,388755fbb42047d59e7d151204dceda8,菱威,750.00,0.00,,20,
421,3402,804a045298d14208b8a9fa6f440e286f,徽菱,60.00,0.00,0.00,28,
422,3402,7fee595c92854df69e6e3e85469c83b8,徽菱,40.00,45.20,40.80,28,
423,4607,f4662eaeb79048d0b523a449f7e0ab14,宏鑫,113.27,128.00,,64,
424,4607,f4662eaeb79048d0b523a449f7e0ab14,湖州讯通,150.00,0.00,,103,
425,3902,3fd10d35b95340c3ac5020922712c523,宏鑫,442.48,500.00,,64,
426,3902,825f432a6f5f4a848e909891bb907be9,湖州讯通,217.70,246.00,,103,
427,2022,5afa93bcafd5439ca155c67481f95646,徽菱,60.00,0.00,,28,
428,2022,0146a748faca46a8a82e06132c82f53b,徽菱,40.00,45.20,40.80,28,
429,3050,99aa8c9213cc4389b5e1456756d6c2f9,众思创,256.64,290.00,,9,
430,2570,fdd5fd19ad7840fdb8fe3d4245d51363,众思创,221.24,250.00,,9,
431,3079,e011ae6df1724057b74d07fe74cdcc08,众思创,212.39,240.00,,9,
