id,part_id,variant_group_id,supplier,no_tax_price,purchase_special_invoice,purchase_general_invoice,oa_supplier_id,external_price_fields
819,3144,8ae1d42cb5294971b58a4cd0b37d3b6d,链上U谷,,88.00,,38,
820,4805,9b2f3a001770477ba13b7f99afd34f0b,菱威,130.00,146.90,,20,
821,5221,74a63e7aa8c9417197e9f1bd7a6b82e0,菱威,235.00,265.55,,20,
822,4682,d6fca4887cd04f5c89c53687a42f3224,菱威,230.00,259.90,,20,
823,4682,426dbd5492124d03967e23a9ac0df787,菱威,240.00,271.20,,20,
824,120,61b065ff825347d7b9529fb7503f2a17,菱威,20.00,0.00,,20,
825,4683,b03b42ddb34d4b6aa81e4cc7840b1646,菱威,230.00,259.90,,20,
826,4683,4c0a8f0283514d4e8c09d0e93ad93ea8,菱威,240.00,271.20,,20,
827,3585,866d6a9cf74947df874dc3cdae92b409,菱威,80.00,90.40,,20,
828,3461,d65781d5a7ab40edad1075d89a4e22c6,菱威,225.00,254.25,,20,
829,3461,332cb989d6964a698599338ab41f0ef2,菱威,249.00,281.37,,20,
830,3925,2c7027ca399e44889b3d5cba5731b722,菱威,100.00,113.00,,20,
831,3925,0afda6e049714806951988f6b7b4d4be,菱威,249.00,281.37,,20,
832,5381,058413e3dffa4f0d9cd3d809f3a7ce43,吉菱机电,400.00,0.00,0.00,48,
833,2453,4618f08f91f041a0a6c6db8e4d842dcf,徽菱,2900.00,3277.00,2958.00,28,
834,2453,4ffa2cde9921495c9bf86e86af0c05c8,梯乎,600.00,678.00,,77,
835,4119,97bf249585b945fc9af671aac7e9b0ac,越沃,100.00,0.00,0.00,42,
836,4119,97bf249585b945fc9af671aac7e9b0ac,菱威,100.00,0.00,0.00,20,
837,4873,e37f25947db643bda11198b61f6df769,菱威,550.00,621.50,,20,
838,4873,e37f25947db643bda11198b61f6df769,丽景恒泰,550.00,0.00,,84,
839,4211,bfc88a768ed54818aa12e548587bbe78,徽菱,2400.00,2712.00,2448.00,28,
840,4211,bfc88a768ed54818aa12e548587bbe78,梯乎,2400.00,2712.00,,77,
841,3691,4b4bd66615db4c7d96ad37b2feee7fe3,越沃,320.00,361.60,,42,
842,3691,faafd30250c9412d910fbbba3e145cbd,越沃,350.00,395.50,,42,
845,1946,ca5cac81b3564ffc9d421161b1b06271,菱威,165.00,186.45,,20,
846,1946,ca5cac81b3564ffc9d421161b1b06271,梯安,120.00,135.60,,18,
847,2794,e15774482a9a416e99f9a3ac0d056926,菱威,1150.00,1299.50,,20,
848,5382,643b5ea18f184cb0a90b0b555271620e,徽菱,40.00,0.00,0.00,28,
849,2794,e15774482a9a416e99f9a3ac0d056926,越沃,1350.00,1525.50,,42,
850,3936,ca821ffb6d5e4f37a1ad8cdab15a914f,菱威,125.00,141.25,,20,
851,3936,ca821ffb6d5e4f37a1ad8cdab15a914f,丽景恒泰,110.00,124.30,,84,
852,4553,9d0a1a430b914eb888f8d713f0e53132,宏鑫,398.23,450.00,,64,
853,4553,2ec52ac2983244b69edae9c59257070c,湖州讯通,230.09,260.00,,103,
854,4613,90f38a13c1cc466bbb67302ad548cad7,湖州讯通,123.89,140.00,,103,
855,4613,90f38a13c1cc466bbb67302ad548cad7,宏鑫,106.19,120.00,,64,
856,215,feb0707ebbbb460aa4c8e39427642038,菱威,220.00,248.60,,20,
857,215,76d53234b2a74745a8570751567c5fc1,菱威,115.00,129.95,,20,
858,2916,9356f07f26ad4817b67c61bba1334eb3,菱威,90.00,101.70,,20,
859,2916,8de8bc8782f84b62abb8a4849684af48,菱威,150.00,169.50,,20,
860,5383,2cb4b0bda9e54b099fc6956a7d401b0a,菱威,40.00,0.00,,20,
861,4943,91930bf210bf49ab9a6c440bbd3048a4,沈阳蓝光,77.88,88.00,,107,
862,2550,00b6e4be71264c89bb3e93712c9f4eec,梯乎,65.00,0.00,0.00,77,
863,2729,551ddd48bd2b445c904e7f1a89dcea08,菱威,90.00,101.70,,20,
864,2729,fc8491ee47414581b1d1e09166e74a6e,梯安,46.00,0.00,,18,
866,1480,79e6344b393f4393be72501e13955f9b,菱威,155.00,175.15,,20,
867,1480,cf07b9c2ca0f48d6b515ccde6b1b3311,菱威,115.00,129.95,,20,
868,3983,01ac9ce4246d419e9cf37dc8325c750c,菱威,330.00,372.90,,20,
869,3983,018aea3e76da4add9935179f0bafe3a5,菱威,255.00,288.15,,20,
870,5303,bc46659a30d543c8ae4c2ff7e084eaa1,南希,130.00,146.90,133.90,67,
871,5303,1465ad4a4f024957bb837983781a0fff,南希,110.00,124.30,113.30,67,
873,2394,dbccf9f3e14144bf9d5917d7c353e297,菱威,75.00,84.75,,20,
874,2637,cc9022bfa5994d3dbab1c58e463cecb0,茂旺,440.00,480.00,0.00,10,
875,2555,3df85d59d03740a6822755d2a672448e,菱威,90.00,101.70,,20,
876,2555,6fb4ebddfde64cdca2d2732a0f6c44c2,菱威,130.00,146.90,,20,
877,2536,5b7bb478014741bd8d3f67c24b00b9f4,菱威,60.00,0.00,,20,
878,4067,6cfc2cf0663348cea432cc8e03c3bcae,菱威,90.00,101.70,,20,
879,4067,b7458cf833454e0484e288fbd7468fec,菱威,170.00,192.10,,20,
880,2638,4eab3c526fa04163a078143e9662a737,茂旺,442.48,500.00,0.00,10,
881,3872,557a49c052ba409bb07b7c001fe769f6,湖州讯通,66.37,75.00,,103,
882,3872,eebdf71b53284e348a35339dc761ab62,宏鑫,76.99,87.00,,64,
883,3872,eebdf71b53284e348a35339dc761ab62,菱威,110.00,124.30,,20,
884,2639,559b45e9beea43598c525ddba8d52fca,茂旺,550.00,0.00,0.00,10,
885,4820,d71722882b7f41f4bf7c1dd0681eb6e4,湖州讯通,247.79,280.00,,103,
886,5384,5f45f5fd908149faa0efd73ed5a1274b,菱威,150.00,0.00,,20,
887,2641,d4cf7ac669984e4896d5844f3edbee7d,茂旺,442.48,500.00,0.00,10,
888,5385,4bd640585a634ee996144184db16fbbb,梯乎,0.00,0.00,330.00,77,
889,2776,fc91aaf73e214a57979e4f18526ea8da,吉菱机电,150.00,0.00,0.00,48,
890,1307,72a51a56c842453b853f2effa40b9e0d,宏鑫,15.93,18.00,,64,
891,1307,72a51a56c842453b853f2effa40b9e0d,湖州讯通,22.12,25.00,,103,
892,2643,10706dd6da5045228d8b266572f00ef0,茂旺,353.98,400.00,0.00,10,
893,4820,f8850e7bc99c4d43a8300198375500ad,宏鑫,283.19,320.00,,64,
894,5308,9fb8fd95dd0c4437b39b89fa433ed12a,宏鑫,101.77,115.00,,64,
895,5308,9fb8fd95dd0c4437b39b89fa433ed12a,湖州讯通,132.74,150.00,,103,
896,2703,9bfdb96896f94fd9ac6a2eea8a1ca615,茂旺,400.00,0.00,0.00,10,
897,5045,d2882af1c44b48a1b2b9338c62cffacf,宏鑫,575.22,650.00,,64,
898,3850,3741427da3574feb854e8838e633370c,湖州讯通,20.35,23.00,,103,
899,3850,3741427da3574feb854e8838e633370c,宏鑫,17.70,20.00,,64,
900,5386,c01c464d729f406cb8398d83512050e7,菱威,33.00,0.00,,20,
902,2704,4b1394aa03bc48428584a85966f2757a,茂旺,1115.04,1260.00,0.00,10,
904,82,a123a4a299f04f6c897c7ecc2b675751,湖州讯通,181.42,205.00,,103,
906,4237,af114d57cc044474b457b8f36791737f,湖州讯通,217.70,246.00,,103,
907,2707,194beaaac9134ed6b8cc9d1bb2e50dda,茂旺,430.00,0.00,0.00,10,
908,4237,af114d57cc044474b457b8f36791737f,宏鑫,216.81,245.00,,64,
909,4839,4a2a337a08cd4542927c300f55204ffe,湖州讯通,150.44,170.00,,103,
910,4839,47e8e5e77dc5468b8ff755962bd08d9d,湖州讯通,216.81,245.00,,103,
911,5387,7b664a853e5c48bda6d27c4b4462af25,菱威,220.00,0.00,,20,
912,4927,5c32e9ff921a42cea67822044f0fc511,湖州讯通,17.70,20.00,,103,
913,4927,62dcc1d98bd7406582196f95c64aadf9,宏鑫,26.55,30.00,,64,
914,2460,bd739fb0b7074ba4accf3dd55acdce55,南希,280.00,316.40,288.40,67,
915,2909,9d6cbfe52ea644778e97b362812cbfb6,菱威,480.00,0.00,,20,
916,4054,8fceb2d045634898b4d9324de2cc2783,徽菱,650.00,734.50,663.00,28,
917,4054,069ffceefb0048dbb986f7b41e9a9b0a,梯乎,580.00,655.40,,77,
918,4054,9f3de558900b4a048890e16cd043c093,梯乎,950.00,1073.50,,77,
919,802,414278830c8b442cbf27403009f0f34f,梯乎,1100.00,1243.00,,77,
920,802,c789d739a94e48fea1c611b3bbb452c7,梯乎,580.00,655.40,,77,
921,4327,60f958ea15a84cd7bdd7d833ec2369d8,徽菱,650.00,734.50,663.00,28,
922,4327,dce3ee0aa6f440de9e4b0e7506429bd5,梯乎,1100.00,1243.00,,77,
923,4327,8368c5740e2043a190867c9d08fc7bb4,梯乎,580.00,655.40,,77,
924,423,e9adb6e15cfa4e3aba50a0fa61cabb5b,梯乎,350.00,395.50,,77,
925,423,c35386a4fdb946ea8f9609a2ebe98a92,徽菱,200.00,226.00,204.00,28,
926,3447,8d913a9bde0944b3bbacd5b20d69f0ad,梯乎,200.00,226.00,,77,
927,3447,1f9097ee916c47ba81e1e06a9aa7a999,梯乎,350.00,395.50,,77,
928,577,307a1d7255df4e49a3960f1bc35b2fa0,梯乎,800.00,0.00,0.00,77,
929,686,fcff8b0252ed490ea0af322a80704a21,徽菱,2650.00,0.00,0.00,28,
931,278,806a004f043347fb9913e72cef5a59f7,梯乎,3500.00,0.00,0.00,77,
932,278,806a004f043347fb9913e72cef5a59f7,徽菱,4000.00,0.00,0.00,28,
933,280,15f841ba7b2d487cb33a84c2da00b627,梯安,205.00,0.00,,18,
934,414,d32ad426ca1b42fa84b71426a3d54817,徽菱,3500.00,0.00,0.00,28,
935,433,ec23ade6fd61488db05487d08ecf9273,梯乎,200.00,0.00,0.00,77,
936,688,e1a74ef7cb2547c9a8c267a90acc3d63,梯乎,1700.00,0.00,0.00,77,
937,688,3e013dbe5eac4e898caed312240f0b12,徽菱,1050.00,0.00,0.00,28,
938,2685,f55923847f824224a89e721a78f5b143,梯乎,320.00,361.60,,77,
939,2685,982307d317454c5cb95efd48777f2748,梯乎,100.00,113.00,,77,
940,2120,a79d83fe9bf74d03a0fde1506007e96c,梯乎,120.00,135.60,,77,
941,2120,e12255dd8a4f4c70a40783cc0c8a6b9c,梯乎,320.00,361.60,,77,
942,1066,a187c40e356f49a59243fed5be79fe70,梯乎,160.00,180.80,,77,
943,1066,6db670e744134be787c3a316a445dbbc,梯乎,320.00,361.60,,77,
944,2307,03fd0a4bdf214e15a0250a15b0b02b38,菱威,85.00,0.00,,20,
945,2307,fb907dcb763e492aa730c6510690393e,菱威,55.00,0.00,,20,
946,304,0063fe1b2dc84627b5888e109eb763cd,菱威,70.00,0.00,,20,
947,304,6a8243d0aa3b4d9ca46ed0b319b6e3f2,菱威,135.00,0.00,,20,
948,4775,167fe34609f84e4bb14886c51aeaf1e0,菱威,40.00,45.20,,20,
949,3855,b9a641c89c0d47e5be437b681e010139,新动力,120.00,135.60,,49,
950,3855,e110a5bbbb9042d9bec2947be976d99f,菱威,60.00,67.80,,20,
951,1510,231c76861bef41738d418a52f3ca374a,菱威,135.00,152.55,,20,
952,1510,a7c1305a97234a73abcc6aef8512c7c5,菱威,200.00,226.00,,20,
953,548,812bc0ab48414c16acc13d242856eaf3,菱威,145.00,163.85,,20,
954,691,623732cedc1e49d8b7bda649260b2441,徽菱,400.00,452.00,408.00,28,
955,691,54fcd49290cb49d783124ce08d7e1f9c,徽菱,600.00,678.00,612.00,28,
956,4285,b0a162a74d4e4e0a8e769c5caa9fa922,梯乎,630.00,711.90,,77,
957,4285,01edc3d347d846de8dedfb372334ed19,徽菱,95.00,107.35,96.90,28,
958,4222,e930320a27da456f80d3e9e9e2c00d7f,徽菱,70.00,79.10,71.40,28,
959,4222,42a9cb57bba04133bcbc19fa0e260d32,梯乎,30.00,33.90,,77,
960,4222,e930320a27da456f80d3e9e9e2c00d7f,梯乎,85.00,96.05,,77,
961,499,30b98a0b237a48d690db20762f271ffc,徽菱,150.00,169.50,153.00,28,
962,499,c7e07cd2e6424ceabc1ad806f9f26be0,徽菱,250.00,282.50,255.00,28,
963,101,29f874e8bdfd4b73896be9c744c2263d,徽菱,150.00,169.50,153.00,28,
964,101,46e151459787405d9d671688345bbeec,徽菱,260.00,293.80,265.20,28,
965,99,c0846baa7521422e9f6240f6787cdaf9,徽菱,150.00,169.50,153.00,28,
966,99,a2bd2f73690e422bb0297b8c45c88ea3,徽菱,360.00,406.80,367.20,28,
967,5223,eb2844133b8d414ca860b9b47e9e9ea2,梯乎,300.00,339.00,,77,
968,4760,bb959d9ba5704f2aaff9d39dd503471e,梯乎,350.00,395.50,,77,
969,4760,bb959d9ba5704f2aaff9d39dd503471e,徽菱,400.00,452.00,408.00,28,
970,4752,a1855efa62164939833876e108c7ef2d,徽菱,480.00,542.40,489.60,28,
971,4752,a1855efa62164939833876e108c7ef2d,梯乎,360.00,406.80,,77,
972,4398,ba1b7a473f214798aa7e18a1bb385b91,梯安,105.00,118.65,,18,
973,4398,328c5d4347664f958c38fbec0913abc9,梯安,46.00,51.98,,18,
974,3355,96e721a8d1734ed68c78d7a7b938f638,菱威,180.00,203.40,,20,
975,2626,46de7f2d901043e3b095cb0d34296b0c,丽景恒泰,100.00,113.00,,84,
976,2626,14456a306a2b4f6e8c28b5c3fbdfbc19,丽景恒泰,110.00,124.30,,84,
977,4912,7e7f4d034d004d6c86b8f2a3528588f4,丽景恒泰,100.00,113.00,,84,
978,1494,af9feb1a5e84478fbe896074da493d32,菱威,220.00,248.60,,20,
979,1494,230958ce7e074a48982c6488b5b63197,菱威,100.00,0.00,,20,
980,507,bc84b0187c36469093550a4aa63f915d,菱威,320.00,361.60,,20,
981,2624,ef12d80bcd2c44449cf387cda0c76f5c,菱威,120.00,135.60,,20,
982,2624,ff33b9b397fd424097bfa2e864008622,菱威,330.00,372.90,,20,
983,2940,428fc588c0064e9eac98259524d4e545,徽菱,430.00,485.90,438.60,28,
984,2940,e07843fbda8c4be891bad586be2c7d10,梯乎,350.00,395.50,,77,
985,5081,11567b1191bb4d40b83d4a016528015a,茂旺,389.38,440.00,,10,
986,5083,9f5b4ded5161406b8c1f6c719f641746,茂旺,353.98,400.00,,10,
987,5084,822ec70c6a5a40db92ffe4ae33635def,茂旺,400.00,452.00,,10,
988,5078,57184df6d8f14efabb0642be77bd937a,茂旺,500.00,565.00,,10,
989,5092,c200385cf6a94e65a3da8b0b933fec71,茂旺,380.53,430.00,,10,
990,5107,e2eac025dd544bc9a5326b805ce9b9b6,茂旺,442.48,500.00,,10,
991,5096,4e4c42d3f8bf474080242a6da2a9d06c,茂旺,380.53,430.00,,10,
992,5113,f84f56b6e56b449ba125b7084fff6da7,茂旺,530.97,600.00,,10,
993,5118,9bb0ec6390b0400abb65cfba214587bf,茂旺,398.23,450.00,,10,
994,1707,4459c75fdb70402bb14909822fefdbc8,菱威,310.00,0.00,,20,
995,5132,98624c935dc1493989db4d314ca2c520,茂旺,486.73,550.00,,10,
996,5134,e22c31b8829544e89cb5ee5623f5a495,茂旺,840.71,950.00,,10,
997,5156,4aec7261545d44e5a4ffea653594d778,茂旺,400.00,452.00,,10,
998,123,286db7a26de74fecb9129e98a04991f2,菱威,160.00,0.00,,20,
999,123,4f223aaef48d42a28c4a79d0a6680a2c,菱威,160.00,0.00,,20,
1000,5158,88ebfa5bd28a4ecab190115339e69875,茂旺,400.00,452.00,,10,
1001,5163,d2e0bbeb985346849dd341b693c05683,茂旺,420.00,474.60,,10,
1002,5230,31064d8adf6f47718236e644076e9ee4,茂旺,380.00,429.40,,10,
1003,5080,6d61e9ecffc146159a795e156bb57b7f,茂旺,389.38,440.00,,10,
1004,5089,6593b5776e994ce6bdcd7538cadbaa9d,茂旺,504.42,570.00,,10,
1005,5126,980852d901404dce88701f2e6f1b7a52,茂旺,380.53,430.00,,10,
1007,5153,786f0769c8a2405e80ad30d90bcc7470,茂旺,380.53,430.00,,10,
1008,5069,f99ec805a813422e9c015d7a94e40c3c,徽菱,3750.00,4237.50,3825.00,28,
1009,5105,a96e80ca153c40ee8fe8b92e45101d10,茂旺,650.00,734.50,,10,
1010,5077,fca3208d2e704dffbd8aa03fada4e22a,茂旺,670.00,757.10,,10,
1011,5085,48eabf91c9924c4db5eac65377d9ade2,茂旺,601.77,680.00,,10,
1012,126,bb8a02b2cb094d6ca18af7d1870961d1,菱威,320.00,0.00,,20,
1013,5154,146c0f5777794f52a9428f266d4c94b7,茂旺,707.96,800.00,,10,
1014,5109,8a40d85567f543af9a69f52ccb66672c,茂旺,720.00,813.60,,10,
1015,136,fab9aadef7ea4f41bd1760bd49844e2a,菱威,65.00,0.00,,20,
1016,136,e80144747d8140d597a80f4bc184ce73,菱威,65.00,73.45,,20,
1017,4381,02499283275e4c52a5ee96f73e189378,越沃,490.00,553.70,,42,
1018,4381,02499283275e4c52a5ee96f73e189378,菱威,480.00,542.40,,20,
1019,3,fad6a57ca53c42d0b5140a1e4ad4de26,菱威,440.00,0.00,,20,
1020,3895,9ca194aceeb1401abe1ba546b503a410,宏鑫,97.35,110.00,,64,
1021,150,7662e37d5bdd47e0b1a9ef44362dd495,宜电,0.00,0.00,,11,
1022,3895,9ca194aceeb1401abe1ba546b503a410,湖州讯通,88.50,100.00,,103,
1023,3323,0a27c19085f14b258404d921f4e06c73,菱威,440.00,497.20,,20,
1024,3323,69cdd26cc98d4c36b6c72b21b7b12676,菱威,480.00,542.40,,20,
1025,3765,5e1979d9961c4c29947108acc688bc23,南希,21.00,23.73,21.63,67,
1026,163,c60a3ddd25f042e5a9242b20780fbcbf,宜电,169.91,192.00,,11,
1027,3765,352388f1cf9049999ec6766780315ea3,南希,43.00,48.59,44.29,67,
1028,7,01ff43a9283f4904a4f8d2b15082cf48,菱威,630.00,0.00,,20,
1029,1134,a287bbd179c549658f79852a4dfd6bfe,南希,43.00,48.59,44.29,67,
1030,1134,e70c070b5f744080b8424aa61f4afbca,南希,21.00,23.73,21.63,67,
1031,173,183b2ef208614e8794a1353b1559a232,菱威,215.00,242.95,,20,
1032,3933,e44e5e426ac64b24872aa024120d2ea9,粤菱,650.00,,,19,
1033,3933,e44e5e426ac64b24872aa024120d2ea9,一瑞,550.00,621.50,,55,
1034,4970,a36ca32fee8a408d92651815caaf251d,东昇,5.00,5.65,,75,
1035,4970,a36ca32fee8a408d92651815caaf251d,一瑞,7.50,8.47,,55,
1036,180,898601eca3dc4769be030c53ff6782ac,菱威,0.00,0.00,,20,
1037,181,f9dfa2fafcdd4f4f9f77e0b9b81ebc7c,菱威,70.00,0.00,,20,
1038,182,7e2c5177f8ac4727a330e8c9e906acdd,菱威,0.00,0.00,,20,
1039,198,e5fb969818634fe38ccd70773da2afb4,宜电,0.00,0.00,,11,
1040,1461,c5c43b0975664c8590e72fb0c61c3701,梯安,50.00,56.50,,18,
1041,1461,e79550dc0ea34fff8a9886d236f6ee7e,梯安,76.00,85.88,,18,
1042,4473,d0ef66f87f814372b8b668aa74fe90e5,徽菱,240.00,271.20,244.80,28,
1043,4473,d0ef66f87f814372b8b668aa74fe90e5,梯乎,230.00,259.90,,77,
1044,4468,a36e89dff21548528dd9d31a998f371c,徽菱,450.00,508.50,459.00,28,
1045,4468,a36e89dff21548528dd9d31a998f371c,梯乎,400.00,452.00,,77,
1046,2712,4150f8c3dedc417fa25a8f3bef700692,菱威,120.00,135.60,,20,
1047,2712,61c5c280187c4ba1a8ecdfdd3ad0e404,新动力,70.00,79.10,,49,
1048,4272,5d452a4fad2e4d518a0e6a61b9bf8e32,菱威,110.00,0.00,0.00,20,
1049,869,98d2108899b44668963782e6ed507a74,梯乎,350.00,395.50,,77,
1050,869,c5a68ee635c04631884f0f449b20e77d,梯乎,200.00,226.00,,77,
1051,3603,0223cc6f395c44c3ad8da171676fbf02,梯乎,350.00,395.50,,77,
1052,3603,5ff62dd055ba411e93b117f0cc9e0a78,梯乎,200.00,226.00,,77,
1053,518,805f9033c4d54a9e87267102543a0e88,梯乎,1950.00,2203.50,,77,
1054,56,af101e3c27fe4b5aa2c8aab6ceb07b34,菱威,7200.00,0.00,,20,
1055,518,a364e55009b04a1c8d75b861613343e9,梯乎,850.00,960.50,,77,
1056,119,a6411271bcb1409694bda8ba0022d918,宏鑫,1221.24,1380.00,,64,
1057,4028,cda88541e0e943bd824155deee79edf8,梯安,970.00,1096.10,,18,
1058,4028,cda88541e0e943bd824155deee79edf8,菱威,860.00,971.80,,20,
1059,4162,dccbe496c61246b7aedf44ea26c1dcdf,龙奥机电,44.25,50.00,,95,
1060,4162,dccbe496c61246b7aedf44ea26c1dcdf,菱威,30.00,33.90,,20,
1061,4409,dd3a4c958ace4ca8a1085939f559eca6,菱威,85.00,96.05,,20,
1062,4409,dd3a4c958ace4ca8a1085939f559eca6,龙奥机电,88.50,100.00,,95,
1063,2371,e284676a433a45bcb78825322da98cd0,菱威,320.00,361.60,,20,
1064,5207,47928b841c1142af9e0c46c7de7eb833,菱威,110.00,124.30,,20,
1065,5197,c362f3e2e6224955815b5d5611f65f54,徽菱,400.00,452.00,408.00,28,
1066,5197,c362f3e2e6224955815b5d5611f65f54,梯乎,320.00,361.60,,77,
1067,130,19bda0bd4e824ec5b1cfda81ef2a729c,菱威,650.00,0.00,,20,
1068,130,19bda0bd4e824ec5b1cfda81ef2a729c,丽景恒泰,650.00,0.00,,84,
1069,4039,6142ef5ffc99496396dd8051a7c8a125,梯乎,280.00,316.40,,77,
1070,4039,6142ef5ffc99496396dd8051a7c8a125,徽菱,220.00,248.60,224.40,28,
1071,230,fdbd9f1b407843509dd429a08c21ad88,菱威,20.00,0.00,,20,
1072,230,b7ed05d6610744528f28aa1a40fb4fd3,菱威,20.00,0.00,,20,
1073,4540,4e6a1361890041ad8369c11a616cf157,徽菱,1600.00,1808.00,1632.00,28,
1074,4540,ca96b4e5d4a145f3bb60bb3d5363acb3,徽菱,1000.00,1130.00,1020.00,28,
1075,5389,3112a8ffb75b46e18314c6ab3e282640,新动力,1050.00,0.00,,49,
1076,4540,4e6a1361890041ad8369c11a616cf157,梯乎,1600.00,1808.00,,77,
1077,2994,d3e3a7db205441feb6c9d0b2e65cb734,梯乎,1500.00,1695.00,,77,
1078,5390,7d21ccfc214a4ac2b282f7f6a4da0249,湖州讯通,663.72,750.00,,103,
1079,2994,717b8527c84444cca3d32585585fbba7,梯乎,800.00,904.00,,77,
1080,5390,942b75ed18604d41a11787edd16d5678,湖州讯通,380.53,430.00,,103,
1081,5282,4cf18042cab24da9ad344fbfac18702d,梯乎,1500.00,1695.00,,77,
1082,5282,4cf18042cab24da9ad344fbfac18702d,徽菱,1800.00,2034.00,1836.00,28,
1083,5282,6a5a3131cabd4026835bb926c63c6302,徽菱,1100.00,1243.00,1122.00,28,
1084,4308,e142c97d500a490f88af0e9466bfa6ef,梯安,540.00,610.20,,18,
1085,4308,e142c97d500a490f88af0e9466bfa6ef,菱威,530.00,598.90,,20,
1086,4284,f63f584b163447e99cbac1af56e70627,梯乎,950.00,1073.50,,77,
1087,4284,b0594fd7c9b644ffb66a155d9435bc1a,徽菱,520.00,587.60,530.40,28,
1088,4815,78899369def046c7b93ed9bd59e7088d,徽菱,80.00,90.40,81.60,28,
1089,4815,430eb5342bce422e8d4f96522ca5f446,梯乎,120.00,135.60,,77,
1090,4019,45bb27291bcc43e59117339c9b8e6171,徽菱,1480.00,1672.40,1509.60,28,
1091,4019,45bb27291bcc43e59117339c9b8e6171,梯乎,450.00,508.50,,77,
1092,4371,4b9229d00c4b453a9f5c45867114b25f,宏鑫,2079.65,2350.00,,64,
1093,155,1dc7dbbb9d1541bfa913e7c899f34487,宏鑫,840.71,950.00,,64,
1094,3992,4d3211cf4f3346edae1e1369f2600acc,德威利,180.00,0.00,0.00,25,
1095,225,5c9d28c7926b4c4d892bb594904fff2b,菱威,120.00,0.00,,20,
1096,3991,1f246b460de24380ab07791717808f66,德威利,1230.00,0.00,0.00,25,
1097,148,8f57eddb8d3d40e3b39a8e4b0ec03be5,菱威,260.00,0.00,,20,
1098,3842,ffa5a8b6a00b478d9ade2ce180abc1a3,德威利,1285.00,0.00,0.00,25,
1099,231,c9055e7b368749dcabfced42c50cbe53,菱威,9.00,0.00,,20,
1100,4012,0c72fe453ac846148bcb7ba18f43aee3,梯安,130.00,146.90,,18,
1101,4012,07fa586c28fb494491a71c961f9d64b8,德威利,75.00,82.50,77.25,25,
1102,4959,a63ce3ff5b6d4adfbc2daa01b37b956a,德威利,65.00,71.50,66.95,25,
1103,4051,941a8284257e47a1b0717812ae40512c,梯乎,600.00,678.00,,77,
1104,4051,941a8284257e47a1b0717812ae40512c,徽菱,550.00,621.50,561.00,28,
1105,3123,53bf849b84fe4a56a598ed5e9f0b7bbd,惠州盈信,492.04,556.00,,68,
1106,3123,8152bc4414ba41569d3822492692c50b,大周,450.00,508.50,,52,
1107,4003,f455ff32ae634f0e8a9df3f19a4f559b,越沃,390.00,440.70,,42,
1108,4003,f455ff32ae634f0e8a9df3f19a4f559b,菱威,340.00,384.20,,20,
1109,221,2c6f76861afe402fbf9b41839e269cac,菱威,15.00,16.95,,20,
1110,221,f680e5c78d41410dac2a2bbcb0081f96,菱威,27.00,30.51,,20,
1111,1988,df83a57ae25b4c2fa73dd96dd1600a78,新动力,420.00,474.60,,49,
1112,1988,a2cccb27682c4f8d8960ba44aa7ee192,新动力,380.00,429.40,,49,
1113,490,470260aac5b24caf85baeed3ecad9e16,菱威,700.00,791.00,,20,
1114,490,a10f5d65179d4f108574052f4db8cd3a,菱威,680.00,0.00,,20,
1115,4543,5978dc35e85049e59ec8bce65d570442,新动力,580.00,655.40,,49,
1116,4543,ea61da1a5ac444ceaccbede425bfcf8a,菱威,790.00,892.70,,20,
1117,4532,9fc2856971a44d7881d522cc32ace1fa,新动力,780.00,881.40,,49,
1118,4532,9fc2856971a44d7881d522cc32ace1fa,菱威,750.00,847.50,,20,
1119,4096,4964ec0a71a34dc7b4a4d998cff45d8b,菱威,550.00,621.50,,20,
1120,4096,41f20b39edef4680b9689f19e3600de0,新动力,460.00,519.80,,49,
1121,1158,596b6af78ac7429bbae6e20d42cb93b6,菱威,180.00,203.40,,20,
1122,4697,12afd1774ba94fde9053f105c31d13c9,湖州讯通,176.99,200.00,,103,
1123,4697,cbc5d11c3cac40de8eff285d2cc4fa1f,宏鑫,172.57,195.00,,64,
1124,4697,12afd1774ba94fde9053f105c31d13c9,宏鑫,274.34,310.00,,64,
1125,1995,59442902bb7b43cfb67c341066ddc7b9,亿龙,115.00,129.95,116.15,74,
1126,1995,59442902bb7b43cfb67c341066ddc7b9,菱威,140.00,158.20,,20,
1127,49,9b56ce26292649c1aad60acebcb9fa7a,梯乎,180.00,0.00,0.00,77,
1128,49,ab0db0fbee7f4f9aaee1f96ebbe0f68d,梯乎,280.00,0.00,0.00,77,
1129,3071,bd605a95b7f64035b4173b38741f51e2,南希,200.00,226.00,206.00,67,
1130,3071,8e7e337a5127430faa579617241d7ade,南希,93.00,105.09,95.79,67,
1131,4935,922ce9cb30004899b1e5268d4543150b,菱威,215.00,242.95,,20,
1132,4935,4b57b890d9fb44249c88a76c0e4fb0a2,梯乎,220.00,248.60,,77,
1133,3406,5f5a26696ffe4fa2838fc088875f86a0,梯安,90.00,101.70,,18,
1134,3406,2d36e72f2b3942ad9f27aafe18b136a2,梯安,150.00,169.50,,18,
1135,4300,978dd53ff6a44f74a46fe572ea6960bb,徽菱,200.00,226.00,204.00,28,
1136,4300,978dd53ff6a44f74a46fe572ea6960bb,梯乎,240.00,271.20,,77,
1137,2991,9e78787dd6414913bc0585905d2cdaf9,梯乎,1200.00,1356.00,,77,
